point_id,point_type,easting,northing,elevation,elevation_units,horizontal_crs,vertical_datum,geoid_model,project_id,collected,source,verified,county,dnr_surface_z_m,dnr_error_m
L1O-5007,L1O,750685.947,5320862.655,266.339,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,266.331,0.008
L1O-5008,L1O,727443.56,5303571.73,221.55,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,221.407,0.143
L1O-5010,L1O,699795.189,5291416.811,186.99,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,186.881,0.109
L1O-5011,L1O,753373.746,5321803.528,198.03,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,197.968,0.062
L1O-6006,L1O,667654.428,5326455.095,563.693,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,563.662,0.031
L1O-6010,L1O,693780.956,5323860.683,535.886,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,535.803,0.083
L2B-4029,L2T,717261.191,5298356.674,186.538,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,186.433,0.105
L2T-2034,L2T,695178.893,5301588.482,547.439,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,547.588,-0.149
L2T-2036,L2T,696339.385,5301539.065,545.246,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,545.17,0.076
L2T-2042,L2T,660435.728,5284857.529,472.051,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,472.063,-0.012
L2T-4012,L2T,714054.587,5297522.856,188.249,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,188.326,-0.077
L2T-4019,L2T,708695.905,5295307.003,188.328,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,188.355,-0.027
L2T-4023,L2T,721506.773,5300595.649,211.089,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,211.122,-0.033
L2T-4025,L2T,722150.158,5300847.802,225.22,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,225.173,0.047
L2T-4031,L2T,703432.315,5293589.565,201.071,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,201.158,-0.087
L2T-5001,L2T,754259.442,5321925.698,192.16,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,192.441,-0.281
L2T-5009,L2T,713511.725,5297420.564,186.622,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,186.628,-0.006
L2T-6003,L2T,669272.548,5326381.374,570.569,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,570.863,-0.294
L2T-6011,L2T,699056.38,5317177.603,526.552,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,526.869,-0.317
L2T-7001,L2T,697667.224,5296091.259,457.365,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,456.918,0.447
L3B-4002,L3B,730524.635,5305826.591,188.224,m,EPSG:26915,NAVD88,GEOID09,lidar_arrowhead2011,2011,arrowhead_block3.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_arrowhead2011.html: 'The geoid used to reduce satellite derived elevations to orthometric heights was Geoid09.'); the validation reports themselves state no datum and no geoid,arrowhead_block3,188.235,-0.011
