point_id,point_type,easting,northing,elevation,elevation_units,horizontal_crs,vertical_datum,geoid_model,project_id,collected,source,verified,county,dnr_surface_z_m,dnr_error_m
L2T-9062-Dodge VRS,L2T,504807.846,4866368.829,393.1,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,393.179,-0.079
L2T-9078-Dodge VRS,L2T,524254.646,4863950.523,382.462,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,382.416,0.046
L2T-9099-Dodge VRS,L2T,497958.087,4861427.83,386.4,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,386.468,-0.068
L2T-9100-Dodge VRS,L2T,497687.79,4859865.525,384.204,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,384.292,-0.088
L3B-9002-Dodge VRS,L3B,520801.785,4891911.169,364.346,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,364.245,0.101
L3B-9015-Dodge VRS,L3B,516414.505,4892066.758,373.568,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,373.491,0.077
L3B-9017-Dodge VRS,L3B,519587.505,4892065.443,368.439,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,368.621,-0.182
L3B-9023-Dodge VRS,L3B,524552.242,4880918.499,362.686,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,362.764,-0.078
L3B-9028-Dodge VRS,L3B,502777.95,4890367.769,364.501,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,364.597,-0.096
L3B-9033-Dodge VRS,L3B,503593.207,4885670.591,381.804,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,381.77,0.034
L3B-9036-Dodge VRS,L3B,510443.053,4884683.773,381.815,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,382.077,-0.262
L3B-9037-Dodge VRS,L3B,510505.107,4882652.096,385.115,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,385.391,-0.276
L3B-9038-Dodge VRS,L3B,509654.226,4881639.276,366.403,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,366.698,-0.295
L3B-9044-Dodge VRS,L3B,504403.576,4881640.337,372.085,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,372.254,-0.169
L3B-9057-Dodge VRS,L3B,497921.97,4869549.33,388.666,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,388.671,-0.005
L3B-9060-Dodge VRS,L3B,499955.75,4867962.093,389.059,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,388.934,0.125
L3B-9065-Dodge VRS,L3B,508866.925,4869570.862,394.723,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,394.639,0.084
L3B-9067-Dodge VRS,L3B,507242.568,4871222.085,390.685,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,390.771,-0.086
L3B-9076-Dodge VRS,L3B,524660.202,4866371.941,385.264,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,385.375,-0.111
L3B-9077-Dodge VRS,L3B,525522.02,4866323.408,378.846,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,378.959,-0.113
L3B-9084-Dodge VRS,L3B,516130.451,4859817.206,399.465,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,399.393,0.072
L3B-9090-Dodge VRS,L3B,505532.452,4858303.255,385.655,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,385.632,0.023
L3B-9102-Dodge VRS,L3B,516833.643,4856714.065,409.858,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,409.914,-0.056
L4F-1092-Olmsted VRS,L4F,527536.241,4861513.426,378.27,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,378.398,-0.128
L4F-9001-Dodge VRS,L4F,523249.832,4892719.974,364.421,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,364.444,-0.023
L4F-9005-Dodge VRS,L4F,520155.942,4880841.573,377.296,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,377.628,-0.332
L4F-9008-Dodge VRS,L4F,518442.432,4879561.053,366.103,m,EPSG:26915,NAVD88,GEOID03,lidar_semn2008,2008,dodge_val.pdf table 'Control Z',datum is a DATASET-level assertion (lidar_semn2008.html: 'Vertical datum: NAVD88 (Geoid03)'); the validation reports themselves state no datum and no geoid,dodge,365.862,0.241
